PRICE0,PRICE1,PRICE5,PRICE10,SALES0_0,SALES0_1,SALES0_5,SALES0_10,SALES1_0,SALES1_1,SALES1_5,SALES1_10,SALES5_0,SALES5_1,SALES5_5,SALES5_10,SALES10_0,SALES10_1,SALES10_5,SALES10_10
3.7341872402,3.7341872402,3.7341872402,3.7341872402,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045,96.8275516045
5.0884675335,5.0884675335,5.0884675335,5.0884675335,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556,94.4112376556
5.2732386924,5.2732386924,5.2732386924,5.2732386924,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197,94.7196007197
5.2614366484,5.2614366484,5.2614366484,5.2614366484,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531,94.1915656531
5.2648435337,5.2648435337,5.2648435337,5.2648435337,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728,94.5673401728
4.9577495862,4.9577495862,4.9577495862,4.9577495862,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378,95.5457597378
3.1491378782,3.1491378782,3.1491378782,3.1491378782,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543,97.1619422543
5.0898903244,6.0898903244,10.0898903244,15.0898903244,94.66572613,93.66572613,89.66572613,84.66572613,95.66572613,94.66572613,90.66572613,85.66572613,99.66572613,98.66572613,94.66572613,89.66572613,104.66572613,103.66572613,99.66572613,94.66572613
5.9258648416,5.9258648416,5.9258648416,5.9258648416,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555,94.2869367555
5.0216394366,5.0216394366,5.0216394366,5.0216394366,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398,94.909108398
4.1294185598,4.1294185598,4.1294185598,4.1294185598,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673,96.1359311673
5.3743526617,5.3743526617,5.3743526617,5.3743526617,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538,94.8226214538
5.103735295,5.103735295,5.103735295,5.103735295,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801,94.9205407801
5.3898099784,5.3898099784,5.3898099784,5.3898099784,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059,93.5929509059
5.0570449948,5.0570449948,5.0570449948,5.0570449948,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648,94.2455709648
4.3822361157,4.3822361157,4.3822361157,4.3822361157,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315,95.820638315
4.2881364919,4.2881364919,4.2881364919,4.2881364919,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938,96.4788344938
4.7024581657,4.7024581657,4.7024581657,4.7024581657,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935,95.4119472935
2.3059602891,2.3059602891,2.3059602891,2.3059602891,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778,98.076950778
4.2435870776,4.2435870776,4.2435870776,4.2435870776,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492,95.2557540492
5.7112970116,5.7112970116,5.7112970116,5.7112970116,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196,94.4409347196
3.9703388508,3.9703388508,3.9703388508,3.9703388508,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179,95.5508588179
5.0601723774,5.0601723774,5.0601723774,5.0601723774,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206,94.7801235206
4.908143893,4.908143893,4.908143893,4.908143893,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406,94.6057070406
4.7821908508,4.7821908508,4.7821908508,4.7821908508,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918,96.7345191918
4.2112060637,4.2112060637,4.2112060637,4.2112060637,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834,96.5335599834
6.6840792719,6.6840792719,6.6840792719,6.6840792719,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806,92.4910100806
5.1820792885,5.1820792885,5.1820792885,5.1820792885,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932,94.4496297932
5.3175122425,6.3175122425,10.3175122425,15.3175122425,94.845167232,93.845167232,89.845167232,84.845167232,95.845167232,94.845167232,90.845167232,85.845167232,99.845167232,98.845167232,94.845167232,89.845167232,104.845167232,103.845167232,99.845167232,94.845167232
2.7501525813,2.7501525813,2.7501525813,2.7501525813,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308,97.0572430308
4.6134178689,4.6134178689,4.6134178689,4.6134178689,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565,95.7885903565
4.6505458601,4.6505458601,4.6505458601,4.6505458601,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083,95.3074767083
4.9832445124,4.9832445124,4.9832445124,4.9832445124,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738,95.7043365738
2.5636452588,2.5636452588,2.5636452588,2.5636452588,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869,97.0400212869
5.4799994225,5.4799994225,5.4799994225,5.4799994225,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487,94.5054070487
5.2701732548,5.2701732548,5.2701732548,5.2701732548,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258,95.5255326258
3.2269971423,3.2269971423,3.2269971423,3.2269971423,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797,96.4158046797
5.6440720062,5.6440720062,5.6440720062,5.6440720062,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408,93.679809408
6.6648768524,6.6648768524,6.6648768524,6.6648768524,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827,93.5715361827
3.9877562149,3.9877562149,3.9877562149,3.9877562149,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516,96.4280769516
5.9072419046,6.9072419046,10.9072419046,15.9072419046,94.6894981065,93.6894981065,89.6894981065,84.6894981065,95.6894981065,94.6894981065,90.6894981065,85.6894981065,99.6894981065,98.6894981065,94.6894981065,89.6894981065,104.6894981065,103.6894981065,99.6894981065,94.6894981065
4.7914469327,4.7914469327,4.7914469327,4.7914469327,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808,94.8928200808
6.8243227892,6.8243227892,6.8243227892,6.8243227892,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448,93.5557075448
4.2449098569,5.2449098569,9.2449098569,14.2449098569,95.6784416884,94.6784416884,90.6784416884,85.6784416884,96.6784416884,95.6784416884,91.6784416884,86.6784416884,100.6784416884,99.6784416884,95.6784416884,90.6784416884,105.6784416884,104.6784416884,100.6784416884,95.6784416884
5.6718555371,6.6718555371,10.6718555371,15.6718555371,94.7668918471,93.7668918471,89.7668918471,84.7668918471,95.7668918471,94.7668918471,90.7668918471,85.7668918471,99.7668918471,98.7668918471,94.7668918471,89.7668918471,104.7668918471,103.7668918471,99.7668918471,94.7668918471
6.1175357256,6.1175357256,6.1175357256,6.1175357256,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576,94.0794930576
5.0765129626,5.0765129626,5.0765129626,5.0765129626,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715,95.1629835715
4.5133011941,4.5133011941,4.5133011941,4.5133011941,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377,95.4673357377
6.2503975284,6.2503975284,6.2503975284,6.2503975284,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138,94.3875935138
4.9748113537,4.9748113537,4.9748113537,4.9748113537,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718,95.1679495718
5.1112667344,5.1112667344,5.1112667344,5.1112667344,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462,94.3317073462
5.7204423663,5.7204423663,5.7204423663,5.7204423663,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774,94.0546376774
2.599042755,2.599042755,2.599042755,2.599042755,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382,97.669847382
4.9931499018,4.9931499018,4.9931499018,4.9931499018,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558,93.8449248558
5.8154467464,5.8154467464,5.8154467464,5.8154467464,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138,94.2900378138
4.604815983,4.604815983,4.604815983,4.604815983,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502,94.8030518502
5.3464646183,5.3464646183,5.3464646183,5.3464646183,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069,94.8117146069
4.3156926593,4.3156926593,4.3156926593,4.3156926593,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653,94.9479095653
4.6299025067,4.6299025067,4.6299025067,4.6299025067,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805,94.624005805
4.9333362898,4.9333362898,4.9333362898,4.9333362898,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078,95.638563078
5.0971397676,5.0971397676,5.0971397676,5.0971397676,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757,95.6718912757
3.9594560167,3.9594560167,3.9594560167,3.9594560167,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689,95.8193065689
5.5261165555,5.5261165555,5.5261165555,5.5261165555,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591,94.2369699591
3.9605290326,4.9605290326,8.9605290326,13.9605290326,96.1016439878,95.1016439878,91.1016439878,86.1016439878,97.1016439878,96.1016439878,92.1016439878,87.1016439878,101.1016439878,100.1016439878,96.1016439878,91.1016439878,106.1016439878,105.1016439878,101.1016439878,96.1016439878
5.1362722469,5.1362722469,5.1362722469,5.1362722469,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381,94.5692485381
4.7245854149,4.7245854149,4.7245854149,4.7245854149,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856,94.8782082856
4.2779550671,4.2779550671,4.2779550671,4.2779550671,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406,96.0265564406
5.1047908894,5.1047908894,5.1047908894,5.1047908894,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006,94.6228610006
5.1398545461,5.1398545461,5.1398545461,5.1398545461,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585,95.3956654585
4.1330103525,4.1330103525,4.1330103525,4.1330103525,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288,95.9558231288
7.0485403304,8.0485403304,12.0485403304,17.0485403304,93.4799717603,92.4799717603,88.4799717603,83.4799717603,94.4799717603,93.4799717603,89.4799717603,84.4799717603,98.4799717603,97.4799717603,93.4799717603,88.4799717603,103.4799717603,102.4799717603,98.4799717603,93.4799717603
2.9793472212,3.9793472212,7.9793472212,12.9793472212,96.7280777511,95.7280777511,91.7280777511,86.7280777511,97.7280777511,96.7280777511,92.7280777511,87.7280777511,101.7280777511,100.7280777511,96.7280777511,91.7280777511,106.7280777511,105.7280777511,101.7280777511,96.7280777511
5.0028969574,5.0028969574,5.0028969574,5.0028969574,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779,94.8244435779
7.6983406629,7.6983406629,7.6983406629,7.6983406629,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527,92.6292563527
6.2514597159,6.2514597159,6.2514597159,6.2514597159,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785,94.8373442785
3.8131586733,3.8131586733,3.8131586733,3.8131586733,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332,95.9494491332
5.3681536435,5.3681536435,5.3681536435,5.3681536435,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428,95.469717428
5.5413169018,6.5413169018,10.5413169018,15.5413169018,94.6260655682,93.6260655682,89.6260655682,84.6260655682,95.6260655682,94.6260655682,90.6260655682,85.6260655682,99.6260655682,98.6260655682,94.6260655682,89.6260655682,104.6260655682,103.6260655682,99.6260655682,94.6260655682
3.6612400478,3.6612400478,3.6612400478,3.6612400478,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217,96.4777417217
5.0714347878,5.0714347878,5.0714347878,5.0714347878,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813,95.0414898813
6.6995837163,6.6995837163,6.6995837163,6.6995837163,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919,93.5834322919
5.4037039944,5.4037039944,5.4037039944,5.4037039944,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935,95.0899137935
4.549454108,4.549454108,4.549454108,4.549454108,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823,96.7527172823
4.3982039647,4.3982039647,4.3982039647,4.3982039647,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085,96.1079050085
6.463831067,6.463831067,6.463831067,6.463831067,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256,93.7888463256
6.5114836943,6.5114836943,6.5114836943,6.5114836943,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896,92.7038113896
3.6084222483,4.6084222483,8.6084222483,13.6084222483,96.2996684807,95.2996684807,91.2996684807,86.2996684807,97.2996684807,96.2996684807,92.2996684807,87.2996684807,101.2996684807,100.2996684807,96.2996684807,91.2996684807,106.2996684807,105.2996684807,101.2996684807,96.2996684807
5.9135354525,5.9135354525,5.9135354525,5.9135354525,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889,94.2326695889
5.5024127091,5.5024127091,5.5024127091,5.5024127091,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358,94.663935358
